"Year","Ownership","Territory.Age","Territory.Search.Time","Territory.Search.Effort","Number.of.Visits","Birds.Present","Age.of.Female","Age.of.Male","Nest.Built.Up.","Nest.Tree.Species","Nest.Height..m.","Eggs.laid.","Number.of.Eggs","Eggs.hatched.","Number.of.Eggs.Hatched","Young.chicks.fail.","Chicks.ringed.","Number.of.chicks.ringed","Fledged.","When.did.you.check.fledging.","Number.of.Chicks.Fledged","S.Petty.Breeding.Code","Dominant.Surrounding.Habitat","Reasons.for.Nest.Failure","Comments","S.Petty_F","Breeding.Success","Elevation","Rain_con","Site.Code","Surveyor_A","Site.code.f","Year_f"
2013,"State",7,7,"Yes",3,"BP","U","U","Yes","Sitka",25,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation and rough grassland",NA,NA,7,1,264,NA,"G021","S003","G021","2013"
2013,"Private",30,30,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,336,NA,"G023","S004","G023","2013"
2013,"Private",1,1,"Yes",4,"BP","A","A","Yes","Scots Pine",8,"Yes",3,"Yes",3,"No","No",0,"Yes","Specific check for fledging",2,7,"Mixed moorland and upland farmland",NA,"One chick found dead under nest in July.",7,1,276,NA,"G032","S005","G032","2013"
2013,"State",3,3,"No",NA,"BP","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation",NA,NA,NA,NA,380,NA,"G033","S001","G033","2013"
2013,"State",10,10,"Yes",1,"BP","U","1","Yes","Douglas Fir",17,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,320,NA,"G035","S003","G035","2013"
2013,"Private",25,8,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,147,NA,"G036","S004","G036","2013"
2013,"State",6,4,"Yes",1,"BP","U","U","Yes","Sitka",21,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,0,4,"Plantation and Moorland",NA,"Yes. In 2012, in the same tree, the nest fledged young. In 2011 in Sitka 15, fledged again",4,0,410,NA,"G043","S003","G043","2013"
2013,"State",31,31,"No",3,"BP","A","1","Yes","Larch",21,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,249,NA,"G049","S003","G049","2013"
2013,"State",27,27,"No",2,"BP","A","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",1,7,"Plantation",NA,NA,7,1,238,NA,"G050","S003","G050","2013"
2013,"Private",20,20,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,348,NA,"G058","S004","G058","2013"
2013,"Private",25,25,"Yes",1,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,NA,NA,NA,7,1,250,NA,"G064","S004","G064","2013"
2013,"State",5,5,"No",2,"BP","A","1","Yes","Sitka",15,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,265,NA,"G069","S003","G069","2013"
2013,"Private",25,8,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation and rough grassland",NA,NA,8,NA,275,NA,"G070","S004","G070","2013"
2013,"State",16,16,"Yes",4,"BP","A","U","Yes","Larch",15,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,"Yes",7,1,291,NA,"G076","S003","G076","2013"
2013,"State",27,27,"No",3,"BP","U","U","Yes","Scots Pine",20,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,294,NA,"G077","S003","G077","2013"
2013,"State",41,41,"No",2,"BP","U","U","Yes","Larch",15,"No",NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,310,NA,"G080","S003","G080","2013"
2013,"State",11,11,"Yes",2,"BP","U","U","Yes","Sitka",12,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,278,NA,"G084","S003","G084","2013"
2013,"State",6,6,"Yes",3,"BP","U","U","Yes","Larch",25,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation","Predated by an avian predator","On top of old buzzard nest",5,0,220,NA,"G085","S003","G085","2013"
2013,"Private",14,14,"Yes",5,"BP","U","U","Yes","Douglas Fir",23,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Moorland and rough grassland",NA,NA,7,1,153,NA,"G088","S002","G088","2013"
2013,"State",5,5,"Yes",3,"BP","U","U","Yes","Sitka",10,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and moorland",NA,NA,7,1,350,NA,"G089","S003","G089","2013"
2013,"State",23,23,"No",2,"BP","U","U","Yes","Sitka",12,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation and rough grassland",NA,"Yes",7,1,303,NA,"G090","S003","G090","2013"
2013,"State",33,33,"No",3,"BP","U","U","Yes","Sitka",30,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,"Yes",7,1,350,NA,"G091","S003","G091","2013"
2013,"State",9,9,"Yes",3,"BP","U","U","Yes","Sitka",12,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,"Yes",4,0,274,NA,"G096","S003","G096","2013"
2013,"State",15,15,"No",3,"BP","U","U","Yes","Larch",18,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,271,NA,"G101","S003","G101","2013"
2013,"Private",5,5,"Yes",2,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and moorland",NA,"old nests only",2,0,146,NA,"G102","S002","G102","2013"
2013,"Private",30,30,"Yes",2,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,291,NA,"G104","S004","G104","2013"
2013,"Private",25,8,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,199,NA,"G106","S004","G106","2013"
2013,"State",3,3,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,39,NA,"G109","S001","G109","2013"
2013,"Private",25,25,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,185,NA,"G112","S004","G112","2013"
2013,"Private",25,25,"Yes",1,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,156,NA,"G113","S004","G113","2013"
2013,"Private",25,25,"Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,245,NA,"G115","S004","G115","2013"
2013,"Private",25,25,"Yes",2,"BP","U","U","Yes","Larch",NA,"Yes",1,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation","Poor weather",NA,4,0,208,NA,"G116","S004","G116","2013"
2013,"Private",2,2,"Yes",3,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Upland farmland",NA,NA,7,1,241,NA,"G118","S004","G118","2013"
2013,"Private",30,30,"Yes",2,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation","Poor weather",NA,3,0,172,NA,"G119","S004","G119","2013"
2013,"Private",25,15,"No",1,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,186,NA,"G122","S004","G122","2013"
2013,"Private",1,1,"Yes",1,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,NA,NA,NA,7,1,251,NA,"G123","S004","G123","2013"
2013,"State",33,33,"No",3,"BP","U","A","Yes","Norway",18,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,196,NA,"G127","S003","G127","2013"
2013,"Private",30,30,"No",2,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,298,NA,"G129","S004","G129","2013"
2013,"State",3,3,"Yes",NA,"BP","A","A","Yes","Lodgepoll",NA,"Yes",3,"Yes",2,"No",NA,NA,"Yes",NA,2,7,"Plantation",NA,NA,7,1,26,NA,"G131","S001","G131","2013"
2013,"State",2,2,"Yes",1,"BP","U","U","Yes","Sitka",24,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",1,7,"Plantation",NA,"Yes",7,1,281,NA,"G132","S003","G132","2013"
2013,"Private",25,15,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,134,NA,"G138","S004","G138","2013"
2013,"Private",25,25,"Yes",1,"BP","U","U","Yes","Scots Pine",NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation","Poor weather",NA,3,0,289,NA,"G140","S004","G140","2013"
2013,"State",30,30,"No",2,"BP","U","U","Yes","Sitka",15,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,342,NA,"G142","S003","G142","2013"
2013,"Private",30,30,"No",2,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,332,NA,"G146","S004","G146","2013"
2013,"State",30,30,"Yes",NA,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes",NA,4,7,"Plantation",NA,NA,7,1,223,NA,"G147","S004","G147","2013"
2013,"Private",25,25,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,221,NA,"G148","S004","G148","2013"
2013,"Private",3,3,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,365,NA,"G149","S004","G149","2013"
2013,"Private",1,1,"Yes",2,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,189,NA,"G150","S004","G150","2013"
2013,"Private",25,25,"Yes",2,"BP","U","U","Yes","Scots Pine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Poor weather",NA,NA,NA,199,NA,"G151","S004","G151","2013"
2013,"Private",25,25,"Yes",2,"BP","U","U","Yes","Scots Pine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arable  farmland","Poor weather",NA,NA,NA,186,NA,"G161","S004","G161","2013"
2013,"State",11,11,"Yes",1,"BP","U","U","Yes","Sitka",12,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,"In 2012, nest fledged young. Yes",4,0,291,NA,"G165","S003","G165","2013"
2013,"State",10,10,"Yes",3,"BP","A","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",1,7,"Plantation and rough grassland",NA,"Yes",7,1,195,NA,"G166","S003","G166","2013"
2013,"State",1,1,"Yes",2,"SB",NA,"A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and rough grassland",NA,"Nest got felled then birds moved into next block",2,0,202,NA,"G167","S003","G167","2013"
2013,"State",30,30,"No",2,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,"Fresh signs but no birds",2,0,202,NA,"G173","S004","G173","2013"
2013,"State",41,41,"No",3,"BP","U","U","Yes","Sitka",6,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and Moorland",NA,"Felled following year",7,1,423,NA,"G174","S003","G174","2013"
2013,"State",6,6,"Yes",2,"BP","A","A","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,NA,NA,NA,NA,"Plantation",NA,NA,NA,NA,336,NA,"G008","S007","G008","2013"
2013,"State",6,6,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,227,NA,"G018","S007","G018","2013"
2013,"State",4,4,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,275,NA,"G029","S007","G029","2013"
2013,"State",6,5,"No",3,"BP","A","A","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,438,NA,"G030","S007","G030","2013"
2013,"State",6,6,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,350,NA,"G037","S007","G037","2013"
2013,"State",6,6,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,248,NA,"G045","S007","G045","2013"
2013,"State",6,6,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,438,NA,"G046","S007","G046","2013"
2013,"State",6,6,"No",2,"BP","A","A","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,280,NA,"G047","S007","G047","2013"
2013,"State",6,6,"Yes",2,"SB",NA,"A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,352,NA,"G048","S007","G048","2013"
2013,"State",6,6,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",2,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,270,NA,"G052","S007","G052","2013"
2013,"State",6,6,"Yes",3,"SB",NA,"A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,255,NA,"G053","S007","G053","2013"
2013,"State",6,3,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,280,NA,"G054","S007","G054","2013"
2013,"State",6,5,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,307,NA,"G055","S007","G055","2013"
2013,"State",6,5,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,248,NA,"G056","S007","G056","2013"
2013,"State",6,4,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,396,NA,"G068","S007","G068","2013"
2013,"State",6,6,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,274,NA,"G072","S007","G072","2013"
2013,"State",6,6,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",2,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,336,NA,"G092","S007","G092","2013"
2013,"State",6,5,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,372,NA,"G103","S007","G103","2013"
2013,"State",6,6,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,287,NA,"G145","S007","G145","2013"
2013,"State",6,6,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,333,NA,"G152","S007","G152","2013"
2013,"State",6,6,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,259,NA,"G154","S007","G154","2013"
2013,"State",6,6,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,168,NA,"G155","S007","G155","2013"
2013,"State",6,3,"No",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,309,NA,"G176","S007","G176","2013"
2013,"State",6,3,"No",3,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,262,NA,"G177","S007","G177","2013"
2014,"State",28,28,"Yes",3,"BP","U","U","Yes","Sitka",20,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland",NA,NA,7,1,231,7,"G001","S003","G001","2014"
2014,"State",37,37,"No",3,"BP","U","U","Yes","Sitka",21,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,325,7,"G002","S003","G002","2014"
2014,"State",4,4,"Yes",NA,"BP","A","A","Yes","Larch",NA,"Yes",5,"Yes",5,"No","Yes",5,"Yes","At ringing",5,7,"Plantation",NA,NA,7,1,115,7,"G003","S001","G003","2014"
2014,"Private",21,21,"Yes",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,269,7,"G005","S004","G005","2014"
2014,"Private",21,21,"No",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,343,7,"G006","S004","G006","2014"
2014,"State",12,12,"No",3,"BP","A","U","Yes","Sitka",20,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,203,7,"G007","S003","G007","2014"
2014,"Private",31,31,"Yes",3,"BP","U","U","Yes","Norway",NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes",NA,1,7,"Plantation","Chick too big tp ring",NA,7,1,240,7,"G012","S004","G012","2014"
2014,"Private",41,36,"No",2,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,191,7,"G013","S004","G013","2014"
2014,"State",12,11,"Yes",4,"BP","U","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,357,7,"G015","S003","G015","2014"
2014,"Private",26,9,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,55,7,"G019","S004","G019","2014"
2014,"Private",31,31,"Yes",2,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,224,7,"G020","S004","G020","2014"
2014,"Private",31,31,"No",NA,"BP","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation",NA,NA,NA,NA,336,7,"G023","S004","G023","2014"
2014,"State",4,4,"Yes",4,"BP","A","U","Yes","Larch",18,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,"Died soon after fledging",7,1,334,7,"G026","S003","G026","2014"
2014,"Private",2,2,"Yes",4,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mixed moorland and upland farmland",NA,NA,1,NA,276,7,"G032","S005","G032","2014"
2014,"State",4,3,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,380,7,"G033","S001","G033","2014"
2014,"Private",26,9,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,147,7,"G036","S004","G036","2014"
2014,"State",7,5,"Yes",4,"BP","U","A","Yes","Sitka",15,"No",NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and Moorland",NA,NA,3,0,410,7,"G043","S003","G043","2014"
2014,"State",32,32,"No",5,"BP","A","U","Yes","Norway",12,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,249,7,"G049","S003","G049","2014"
2014,"State",28,28,"No",4,"BP","U","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,238,7,"G050","S003","G050","2014"
2014,"Private",21,21,"No",3,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,336,7,"G058","S004","G058","2014"
2014,"Private",26,26,"Yes",1,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,250,7,"G064","S004","G064","2014"
2014,"State",6,6,"No",3,"BP","U","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,265,7,"G069","S003","G069","2014"
2014,"Private",26,9,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation and rough grassland",NA,NA,8,NA,275,7,"G070","S004","G070","2014"
2014,"State",17,17,"Yes",3,"BP","U","A","Yes","Larch",10,"No",NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,"Outcome unknown",3,0,291,7,"G076","S003","G076","2014"
2014,"State",28,28,"No",2,"BP","A","U","Yes","Sitka",25,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes","At ringing",4,7,"Plantation and rough grassland",NA,NA,7,1,294,7,"G077","S003","G077","2014"
2014,"Private",1,1,"Yes",5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,284,7,"G078","S006","G078","2014"
2014,"Private",0,1,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,174,7,"G079","S006","G079","2014"
2014,"State",42,42,"No",3,"BP","U","U","Yes","Larch",15,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,310,7,"G080","S003","G080","2014"
2014,"State",12,12,"Yes",4,"BP","U","U","Yes","Sitka",12,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,278,7,"G084","S003","G084","2014"
2014,"State",7,7,"Yes",3,"BP","U","U","Yes","Scots Pine",21,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,"On top of old buzzard nest",3,0,220,7,"G085","S003","G085","2014"
2014,"Private",15,15,"Yes",4,"BP","U","U","Yes","Douglas Fir",23,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Moorland and rough grassland",NA,NA,7,1,153,7,"G088","S002","G088","2014"
2014,"State",6,6,"Yes",4,"BP","U","U","Yes","Sitka",10,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and moorland",NA,NA,7,1,350,7,"G089","S003","G089","2014"
2014,"State",24,24,"No",2,"BP","1","U","Yes","Sitka",24,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",3,7,"Plantation and rough grassland","Buzzard nest nearby?",NA,7,1,303,7,"G090","S003","G090","2014"
2014,"State",34,34,"No",3,"BP","U","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,350,7,"G091","S003","G091","2014"
2014,"State",10,10,"Yes",4,"BP","1","A","Yes","Lodgepoll",12,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,"Yes",3,0,274,7,"G096","S003","G096","2014"
2014,"State",16,16,"No",3,"BP","A","A","Yes","Larch",18,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,271,7,"G101","S003","G101","2014"
2014,"Private",6,6,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation and moorland",NA,"No signs",1,NA,146,7,"G102","S002","G102","2014"
2014,"Private",31,31,"Yes",3,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,291,7,"G104","S004","G104","2014"
2014,"State",34,34,"No",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and rough grassland",NA,"Occupied site, outcome unknown",2,0,187,7,"G105","S003","G105","2014"
2014,"Private",26,9,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,199,7,"G106","S004","G106","2014"
2014,"State",4,4,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,39,7,"G109","S001","G109","2014"
2014,"Private",26,26,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,185,7,"G112","S004","G112","2014"
2014,"Private",26,26,"Yes",1,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,156,7,"G113","S004","G113","2014"
2014,"Private",26,26,"Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,245,7,"G115","S004","G115","2014"
2014,"Private",26,26,"Yes",3,"BP","U","U","Yes","Larch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Not known",NA,NA,NA,208,7,"G116","S004","G116","2014"
2014,"Private",3,3,"Yes",2,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Upland farmland",NA,NA,7,1,262,7,"G118","S004","G118","2014"
2014,"Private",31,31,"Yes",2,"BP","U","U","Yes","Sitka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Not known",NA,NA,NA,172,7,"G119","S004","G119","2014"
2014,"Private",26,16,"No",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,186,7,"G122","S004","G122","2014"
