"Year","Ownership","Territory.Age","Territory.Search.Time","Territory.Search.Effort","Number.of.Visits","Birds.Present","Age.of.Female","Age.of.Male","Nest.Built.Up.","Nest.Tree.Species","Nest.Height..m.","Eggs.laid.","Number.of.Eggs","Eggs.hatched.","Number.of.Eggs.Hatched","Young.chicks.fail.","Chicks.ringed.","Number.of.chicks.ringed","Fledged.","When.did.you.check.fledging.","Number.of.Chicks.Fledged","S.Petty.Breeding.Code","Dominant.Surrounding.Habitat","Reasons.for.Nest.Failure","Comments","S.Petty_F","Breeding.Success","Elevation","Rain_con","Site.Code","Surveyor_A","Site.code.f","Year_f"
2014,"Private",2,2,"Yes",4,"BP","U","U","Yes","Sitka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland farmland","Not known",NA,NA,NA,251,7,"G123","S004","G123","2014"
2014,"Private",31,31,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,298,7,"G129","S004","G129","2014"
2014,"State",4,4,"Yes",NA,"BP","A","A","Yes","Lodgepoll",NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,26,7,"G131","S001","G131","2014"
2014,"State",3,3,"Yes",2,"BP","U","U","Yes","Sitka",21,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,281,7,"G132","S003","G132","2014"
2014,"Private",1,1,"Yes",4,"BP","U","U","Yes","Larch",NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,196,7,"G133","S006","G133","2014"
2014,"Private",26,16,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,134,7,"G138","S004","G138","2014"
2014,"Private",26,26,"Yes",2,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,289,7,"G140","S004","G140","2014"
2014,"Private",0,1,"Yes",5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Moorland and farmland",NA,NA,1,NA,346,7,"G141","S005","G141","2014"
2014,"State",31,31,"No",1,"BP","U","1","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,342,7,"G142","S003","G142","2014"
2014,"Private",31,31,"No",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,332,7,"G146","S004","G146","2014"
2014,"State",31,31,"Yes",3,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,223,7,"G147","S004","G147","2014"
2014,"Private",26,26,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,221,7,"G148","S004","G148","2014"
2014,"Private",4,4,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,365,7,"G149","S004","G149","2014"
2014,"Private",2,2,"Yes",3,"BP","U","U","Yes","Sitka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Not known",NA,NA,NA,189,7,"G150","S004","G150","2014"
2014,"Private",26,26,"Yes",2,"BP","U","U","Yes","Scots Pine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Not known",NA,NA,NA,199,7,"G151","S004","G151","2014"
2014,"State",1,1,"Yes",NA,"SB","1",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,205,7,"G158","S001","G158","2014"
2014,"Private",26,26,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Arable  farmland",NA,NA,1,NA,186,7,"G161","S004","G161","2014"
2014,"State",12,12,"Yes",2,"BP","A","1","Yes","Sitka",9,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland","Gamekeeping activity","Keep failing at egg stage",7,1,291,7,"G165","S003","G165","2014"
2014,"State",11,11,"Yes",3,"BP","U","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation and rough grassland",NA,NA,7,1,195,7,"G166","S003","G166","2014"
2014,"State",2,2,"Yes",1,"SB",NA,"1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and rough grassland",NA,"Nest got felled then birds moved into next block",2,0,202,7,"G167","S003","G167","2014"
2014,"State",31,31,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,202,7,"G173","S004","G173","2014"
2014,"State",42,42,"No",4,"BP","U","U","Yes","Sitka",10,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation and Moorland",NA,"Felled following year",7,1,410,7,"G174","S003","G174","2014"
2014,"State",7,7,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,336,7,"G008","S007","G008","2014"
2014,"State",7,7,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,227,7,"G018","S007","G018","2014"
2014,"State",7,6,"No",3,"BP","A","A","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,290,7,"G027","S007","G027","2014"
2014,"State",5,5,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,275,7,"G029","S007","G029","2014"
2014,"State",7,6,"No",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,438,7,"G030","S007","G030","2014"
2014,"State",7,7,"Yes",3,"BP","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,350,7,"G037","S007","G037","2014"
2014,"State",7,7,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,248,7,"G045","S007","G045","2014"
2014,"State",7,7,"Yes",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,438,7,"G046","S007","G046","2014"
2014,"State",7,7,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,280,7,"G047","S007","G047","2014"
2014,"State",7,7,"Yes",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,352,7,"G048","S007","G048","2014"
2014,"State",7,7,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,270,7,"G052","S007","G052","2014"
2014,"State",7,7,"Yes",3,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,255,7,"G053","S007","G053","2014"
2014,"State",7,4,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,280,7,"G054","S007","G054","2014"
2014,"State",7,6,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,307,7,"G055","S007","G055","2014"
2014,"State",7,6,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,248,7,"G056","S007","G056","2014"
2014,"State",7,5,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,396,7,"G068","S007","G068","2014"
2014,"State",7,7,"Yes",4,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,274,7,"G072","S007","G072","2014"
2014,"State",7,7,"Yes",4,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,336,7,"G092","S007","G092","2014"
2014,"State",7,6,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,372,7,"G103","S007","G103","2014"
2014,"State",7,7,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,287,7,"G145","S007","G145","2014"
2014,"State",7,7,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,333,7,"G152","S007","G152","2014"
2014,"State",7,7,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,259,7,"G154","S007","G154","2014"
2014,"State",7,7,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,168,7,"G155","S007","G155","2014"
2014,"State",7,4,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,309,7,"G176","S007","G176","2014"
2014,"State",7,4,"No",4,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",3,7,"Plantation",NA,NA,7,1,262,7,"G177","S007","G177","2014"
2015,"State",29,29,"Yes",3,"BP","A","A","Yes","Sitka",20,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and rough grassland",NA,NA,7,1,231,5,"G001","S003","G001","2015"
2015,"State",38,38,"No",3,"BP","U","U","Yes","Sitka",21,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation","Predated by an avian predator",NA,7,1,325,5,"G002","S003","G002","2015"
2015,"State",5,5,"Yes",NA,"BP","A","A","Yes","Larch",NA,"Yes",NA,"Yes",NA,"No",NA,NA,"Yes",NA,5,7,"Plantation",NA,NA,7,1,115,5,"G003","S001","G003","2015"
2015,"Private",22,22,"Yes",4,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,269,5,"G005","S004","G005","2015"
2015,"Private",22,22,"No",2,"BP","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation","Unknown, thought persecution",NA,2,0,343,5,"G006","S004","G006","2015"
2015,"State",13,13,"No",2,"BP","U","A","Yes","Larch",11,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,203,5,"G007","S003","G007","2015"
2015,"Private",32,32,"Yes",3,"BP","U","U","Yes","Norway",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,240,5,"G012","S004","G012","2015"
2015,"Private",42,37,"No",4,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,191,5,"G013","S004","G013","2015"
2015,"State",13,12,"Yes",3,"BP","A","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes","At ringing",4,7,"Plantation",NA,NA,7,1,357,5,"G015","S003","G015","2015"
2015,"Private",27,10,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,55,5,"G019","S004","G019","2015"
2015,"Private",32,32,"Yes",4,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Tree felling next to nest",NA,NA,NA,224,5,"G020","S004","G020","2015"
2015,"Private",32,32,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,336,5,"G023","S004","G023","2015"
2015,"Private",3,3,"Yes",4,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mixed moorland and upland farmland",NA,"Bryan Galloway recorded a bird carrying prey in the vicinity of the territory.",1,NA,276,5,"G032","S005","G032","2015"
2015,"State",5,3,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,380,5,"G033","S001","G033","2015"
2015,"Private",27,10,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,147,5,"G036","S004","G036","2015"
2015,"State",8,6,"Yes",3,"BP","U","U","Yes","Sitka",15,"No",NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and Moorland",NA,NA,3,0,410,5,"G043","S003","G043","2015"
2015,"State",33,33,"No",3,"BP","A","A","Yes","Norway",12,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,249,5,"G049","S003","G049","2015"
2015,"State",29,29,"No",3,"BP","A","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,238,5,"G050","S003","G050","2015"
2015,"Private",22,22,"No",4,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,336,5,"G058","S004","G058","2015"
2015,"State",1,1,"Yes",3,"BP","1","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and rough grassland",NA,NA,2,0,310,5,"G060","S003","G060","2015"
2015,"State",3,3,"Yes",5,"BP","U","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,"Yes",7,1,307,5,"G061","S003","G061","2015"
2015,"Private",27,27,"Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,250,5,"G064","S004","G064","2015"
2015,"Private",27,10,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation and rough grassland",NA,NA,8,NA,275,5,"G070","S004","G070","2015"
2015,"State",18,18,"Yes",2,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,"Outcome unknown",2,0,291,5,"G076","S003","G076","2015"
2015,"Private",2,2,"Yes",4,"BP","U","U","Yes","Larch",NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,284,5,"G078","S006","G078","2015"
2015,"Private",0,2,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,174,5,"G079","S006","G079","2015"
2015,"State",43,43,"No",2,"BP","U","U","Yes","Larch",15,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,310,5,"G080","S003","G080","2015"
2015,"Private",0,1,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,239,5,"G081","S006","G081","2015"
2015,"Private",0,1,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,309,5,"G082","S006","G082","2015"
2015,"State",8,8,"Yes",3,"BP","A","U","Yes","Larch",15,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,"On top of old buzzard nest",3,0,220,5,"G085","S003","G085","2015"
2015,"Private",16,16,"Yes",5,"BP","U","U","Yes","Douglas Fir",23,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Moorland and rough grassland",NA,NA,7,1,153,5,"G088","S002","G088","2015"
2015,"State",25,25,"No",2,"BP","U","U","Yes","Sitka",24,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation and rough grassland","Buzzard nest nearby?",NA,7,1,303,5,"G090","S003","G090","2015"
2015,"State",35,35,"No",3,"BP","U","A","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,350,5,"G091","S003","G091","2015"
2015,"Private",0,1,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,227,5,"G093","S006","G093","2015"
2015,"State",11,11,"Yes",2,"BP","A","U","Yes","Sitka",11,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,274,5,"G096","S003","G096","2015"
2015,"Private",1,1,"Yes",4,"BP","U","U","Yes","Larch",NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,308,5,"G099","S006","G099","2015"
2015,"Private",1,1,"Yes",4,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,315,5,"G100","S006","G100","2015"
2015,"State",17,17,"No",3,"BP","U","U","Yes","Larch",18,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,271,5,"G101","S003","G101","2015"
2015,"Private",7,7,"Yes",NA,"BP","U","U","Yes","Douglas Fir",NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes",NA,1,7,"Plantation and moorland",NA,NA,7,1,146,5,"G102","S002","G102","2015"
2015,"Private",32,32,"Yes",2,"BP","U","U","Yes","Sitka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Not known",NA,NA,NA,291,5,"G104","S004","G104","2015"
2015,"State",35,35,"No",1,"BP","A","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and rough grassland",NA,"Old territory reoccupied after about 10 years empty",2,0,187,5,"G105","S003","G105","2015"
2015,"Private",27,10,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,199,5,"G106","S004","G106","2015"
2015,"State",6,6,"Yes",2,"BP","U","U","Yes","Sitka",9,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,"Alternative to Buck Fell",3,0,355,5,"G107","S003","G107","2015"
2015,"State",5,5,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,39,5,"G109","S001","G109","2015"
2015,"State",6,6,"Yes",6,"BP","A","U","Yes","Sitka",9,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation and Moorland",NA,NA,7,1,404,5,"G110","S003","G110","2015"
2015,"Private",27,27,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,185,5,"G112","S004","G112","2015"
2015,"Private",27,27,"Yes",2,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,156,5,"G113","S004","G113","2015"
2015,"Private",27,27,"Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,245,5,"G115","S004","G115","2015"
2015,"Private",27,27,"Yes",2,"BP","U","U","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Unknown, thought persecution",NA,NA,NA,208,5,"G116","S004","G116","2015"
2015,"Private",4,4,"Yes",5,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Upland farmland",NA,NA,7,1,262,5,"G118","S004","G118","2015"
2015,"Private",32,32,"Yes",4,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,172,5,"G119","S004","G119","2015"
2015,"Private",27,17,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,186,5,"G122","S004","G122","2015"
2015,"Private",3,3,"Yes",4,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Upland farmland",NA,NA,7,1,251,5,"G123","S004","G123","2015"
2015,"State",8,8,"No",2,"BP","U","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and Moorland",NA,NA,7,1,364,5,"G124","S003","G124","2015"
2015,"Private",1,1,"No",1,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",1,"No",NA,0,6,NA,NA,NA,6,0,209,5,"G128","S004","G128","2015"
2015,"Private",32,32,"No",2,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,298,5,"G129","S004","G129","2015"
2015,"State",5,5,"Yes",NA,"BP","A","A","Yes","Lodgepoll",NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,26,5,"G131","S001","G131","2015"
2015,"Private",2,2,"Yes",6,"SB","U","U","Yes","Larch",NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,196,5,"G133","S006","G133","2015"
2015,"Private",27,17,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,134,5,"G138","S004","G138","2015"
2015,"Private",27,27,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,289,5,"G140","S004","G140","2015"
2015,"Private",1,2,"Yes",6,"BP","U","U","Yes","Sitka",NA,"Yes",3,"No",0,NA,NA,NA,NA,NA,0,4,"Moorland and farmland",NA,"Nest wasn’t found nor any adults seen but three goshawk eggs found smashed in a Sitka coupe.",4,0,346,5,"G141","S005","G141","2015"
2015,"State",32,32,"No",2,"BP","U","U","Yes","Sitka",15,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,342,5,"G142","S003","G142","2015"
2015,"Private",32,32,"No",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,332,5,"G146","S004","G146","2015"
2015,"State",32,32,"Yes",1,"BP","U","U","Yes","Larch",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,223,5,"G147","S004","G147","2015"
2015,"Private",27,27,"No",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,221,5,"G148","S004","G148","2015"
2015,"Private",5,5,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,365,5,"G149","S004","G149","2015"
2015,"Private",3,3,"Yes",2,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,189,5,"G150","S004","G150","2015"
2015,"Private",27,27,"Yes",2,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,199,5,"G151","S004","G151","2015"
2015,"State",2,2,"Yes",NA,"SB","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,205,5,"G158","S001","G158","2015"
2015,"Private",27,27,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Arable  farmland",NA,NA,1,NA,186,5,"G161","S004","G161","2015"
2015,"State",13,13,"Yes",2,"BP","1","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation and rough grassland","Gamekeeping activity","Keep failing at egg stage",7,1,291,5,"G165","S003","G165","2015"
2015,"State",12,12,"Yes",3,"BP","U","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland",NA,NA,7,1,195,5,"G166","S003","G166","2015"
2015,"State",3,3,"Yes",2,"BP","U","U","Yes","Sitka",12,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,259,5,"G169","S003","G169","2015"
2015,"State",4,4,"Yes",4,"BP","A","A","Yes","Sitka",12,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,"On top of old buzzard nest",5,0,247,5,"G171","S003","G171","2015"
2015,"State",32,32,"No",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,202,5,"G173","S004","G173","2015"
2015,"State",43,43,"No",2,"BP","U","A","Yes","Sitka",12,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and Moorland",NA,NA,7,1,417,5,"G174","S003","G174","2015"
2015,"State",8,8,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,298,5,"G008","S007","G008","2015"
2015,"State",8,8,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",4,"Yes",4,"No","Yes",2,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,227,5,"G018","S007","G018","2015"
2015,"State",8,7,"No",4,"BP","A","A","Yes",NA,NA,"Yes",4,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,290,5,"G027","S007","G027","2015"
2015,"State",6,6,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,275,5,"G029","S007","G029","2015"
2015,"State",8,7,"No",3,"BP","A","A","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes","Specific check for fledging",3,7,"Plantation",NA,NA,7,1,438,5,"G030","S007","G030","2015"
