Year,Surveyor,Site.Name,Site.Code,Ownership,Territory.Age,Territory.Search.Time,Territory.Search.Effort,Number.of.Visits,Grid.Reference,Latitude,Longitude,County,Birds.Present,Age.of.Female,Age.of.Male,Nest.Built.Up.,Nest.Tree.Species,Nest.Height..m.,Eggs.laid.,Number.of.Eggs,Eggs.hatched.,Number.of.Eggs.Hatched,Young.chicks.fail.,Chicks.ringed.,Number.of.chicks.ringed,Fledged.,When.did.you.check.fledging.,Number.of.Chicks.Fledged,S.Petty.Breeding.Code,Dominant.Surrounding.Habitat,Reasons.for.Nest.Failure,Comments,S.Petty_F,Breeding.Success,Elevation,Rain_con,Year_f,Site_f,rad_10km_dens,Elevation_cat,Elevation_cat_f,Surveyor_f,rad_10km_pers,Ownership_f,rad_10km_pens
2010,TL and ES,Cadrona,G028,State,3,2,No,2,NT292353,55.606136,-3.125352,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,438,6,2010,Cadrona,4,High,High,TL and ES,1,State,1
2010,TL and ES,Cloich Hill,G034,State,3,3,Yes,2,NT195459,55.699846,-3.2823867,SCBO,BP,A,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,358,6,2010,Cloich Hill,4,High,High,TL and ES,6,State,9
2010,MD,Cottonshope Burn,G039,State,9,9,Yes,NA,NT784017,55.30891,-2.3418228,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,250,6,2010,Cottonshope Burn,4,Low,Low,MD,5,State,7
2010,TL and ES,Craik Meadshaw,G043,State,3,3,Yes,3,NT374098,55.378168,-2.9894576,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,228,6,2010,Craik Meadshaw,3,Low,Low,TL and ES,3,State,20
2010,TL and ES,Craik Village,G044,State,3,3,No,2,NT348099,55.378727,-3.030505,SCBO,SB,A,A,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,280,6,2010,Craik Village,2,Low,Low,TL and ES,0,State,3
2010,MD,Deadwater,G046,State,28,28,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,268,6,2010,Deadwater,8,Low,Low,MD,3,State,8
2010,MD,Doddloupe,G047,State,24,24,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,238,6,2010,Doddloupe,10,Low,Low,MD,4,State,2
2010,TL and ES,Elibank 'A',G050,State,3,3,Yes,2,NT390367,55.620042,-2.9701366,SCBO,BP,A,U,Yes,NA,NA,Yes,NA,Yes,2,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,281,6,2010,Elibank 'A',7,Low,Low,TL and ES,3,State,8
2010,TL and ES,Elibank 'C',G052,State,3,2,No,1,NT369351,55.6054,-3.0031082,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,307,6,2010,Elibank 'C',8,Low,Low,TL and ES,0,State,2
2010,MH,Essenside,G055,Private,17,17,No,NA,NT431208,55.477691,-2.9017677,SCBO,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,348,6,2010,Essenside,4,Low,Low,MH,7,Private,3
2010,MH,Garvald,G061,Private,22,22,Yes,NA,NT606698,55.919662,-2.6319901,ELOT,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,NA,NA,NA,7,1,250,6,2010,Garvald,0,Low,Low,MH,0,Private,0
2010,MD,Goodwell Sike,G066,State,2,2,No,NA,NY686900,55.203251,-2.494893,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,265,6,2010,Goodwell Sike,11,Low,Low,MD,3,State,6
2010,TL and ES,Green Cleugh,G068,State,3,3,Yes,4,NT621045,55.33308,-2.5989722,SCBO,BP,A,U,Yes,NA,NA,Yes,4,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,274,6,2010,Green Cleugh,7,Low,Low,TL and ES,0,State,0
2010,MD,Green Rigg Spadeadam,G069,State,24,24,No,NA,NY722758,55.075871,-2.4369355,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,NA,NA,NA,7,1,284,6,2010,Green Rigg Spadeadam,9,Low,Low,MD,9,State,10
2010,MD,Grindon Hill,G072,State,24,24,No,NA,NY724742,55.061505,-2.4336477,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation and rough grassland,NA,NA,7,1,294,6,2010,Grindon Hill,9,Low,Low,MD,0,State,3
2010,MD,Harriett's Linn,G074,State,38,38,No,NA,NY620877,55.18212,-2.5982752,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,288,6,2010,Harriett's Linn,10,Low,Low,MD,1,State,25
2010,MD,Haughton Green,G078,State,8,8,Yes,NA,NY785716,55.038444,-2.3379498,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,Yes,1,Yes,At ringing,1,7,Plantation and rough grassland,NA,NA,7,1,278,6,2010,Haughton Green,6,Low,Low,MD,1,State,8
2010,JS/KB,Hepburn2,G080,Private,11,11,Yes,4,NU077237,55.507012,-1.8796457,NBLD,BP,U,U,Yes,Scots Pine,10,Yes,NA,Yes,3,No,No,0,Yes,NA,3,7,Moorland and rough grassland,NA,NA,7,1,184,6,2010,Hepburn2,0,Low,Low,JS/KB,2,Private,3
2010,MD,High King Hill,G083,State,20,20,No,NA,NY611729,55.049064,-2.6103757,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,302,6,2010,High King Hill,0,Low,Low,MD,2,State,4
2010,MD,Hindhopeburn,G084,State,30,30,No,NA,NY772998,55.291783,-2.3605717,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,262,6,2010,Hindhopeburn,5,Low,Low,MD,2,State,7
2010,TL and ES,Hindlee,G085,State,3,3,Yes,4,NT584047,55.334577,-2.6573216,SCBO,BP,A,A,Yes,NA,NA,Yes,4,Yes,3,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,312,6,2010,Hindlee,4,Low,Low,TL and ES,17,State,22
2010,MD,Hospital Gate,G089,State,6,6,Yes,NA,NY752882,55.187454,-2.3910395,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,Plantation and rough grassland,NA,NA,7,1,285,6,2010,Hospital Gate,8,Low,Low,MD,10,State,10
2010,MD,Kielderburn,G094,State,12,12,No,NA,NY657950,55.247985,-2.5410647,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,Plantation,NA,NA,7,1,347,6,2010,Kielderburn,7,Low,Low,MD,0,State,5
2010,MH,Leithope,G097,Private,27,27,Yes,NA,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,254,6,2010,Leithope,8,Low,Low,MH,6,Private,14
2010,MH,Mervinslaw,G106,Private,22,22,Yes,NA,NT662128,55.407957,-2.5353529,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,0,7,Plantation,NA,NA,7,1,245,6,2010,Mervinslaw,11,Low,Low,MH,0,Private,0
2010,MH,Minto,G107,Private,22,22,Yes,NA,NT575219,55.489041,-2.6741351,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,185,6,2010,Minto,3,Low,Low,MH,6,Private,2
2010,MH,Muirhouselaw,G110,Private,27,27,Yes,NA,NT637290,55.553335,-2.5769567,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,Outcome not known,NA,7,1,180,6,2010,Muirhouselaw,3,Low,Low,MH,6,Private,11
2010,MD,Pike Burn,G115,State,3,3,No,NA,NY6500183300,55.142806,-2.5506062,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,Plantation and Moorland,NA,NA,7,1,311,6,2010,Pike Burn,7,Low,Low,MD,4,State,5
2010,MD,Plassetts,G117,State,6,6,Yes,NA,NY677888,55.19241,-2.5088954,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,263,6,2010,Plassetts,12,Low,Low,MD,0,State,3
2010,MD,Pundershaw,G118,State,30,30,No,NA,NY783805,55.11841,-2.3417608,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,NA,NA,4,0,205,6,2010,Pundershaw,10,Low,Low,MD,0,State,0
2010,MH,Rashiegrain,G120,Private,27,27,No,NA,NY344999,55.288832,-3.0344725,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,329,6,2010,Rashiegrain,0,Low,Low,MH,0,Private,0
2010,MH,Shaws,G131,Private,22,22,Yes,NA,NT396192,55.462896,-2.9567843,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,303,6,2010,Shaws,5,Low,Low,MH,6,Private,14
2010,MD,Spithope,G133,State,27,27,No,NA,NT7650005700,55.344765,-2.3720906,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,410,6,2010,Spithope,4,High,High,MD,0,State,0
2010,TL and ES,Spottiswood,G134,State,3,3,No,1,NT612495,55.737327,-2.6194839,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,216,6,2010,Spottiswood,1,Low,Low,TL and ES,0,State,1
2010,TL and ES,Stobo,G136,State,3,3,No,3,NT166385,55.632883,-3.3262637,SCBO,BP,U,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,Specific check for fledging,3,7,Plantation,NA,NA,7,1,293,6,2010,Stobo,3,Low,Low,TL and ES,6,State,3
2010,MH,Swindon Hill,G137,Private,27,27,No,NA,NT832190,55.464548,-2.2672542,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,332,6,2010,Swindon Hill,2,Low,Low,MH,5,Private,7
2010,MH,Swinside,G139,Private,22,22,No,NA,NT722144,55.422712,-2.4407588,SCBO,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,221,6,2010,Swinside,8,Low,Low,MH,0,Private,0
2010,MH,The Wells,G142,Private,22,22,Yes,NA,NT587167,55.442422,-2.6543715,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,199,6,2010,The Wells,5,Low,Low,MH,20,Private,21
2010,TL and ES,Tinnisburn A,G145,State,3,3,No,2,NY414825,55.133382,-2.9206523,SCBO,BP,A,U,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,259,6,2010,Tinnisburn A,3,Low,Low,TL and ES,0,State,4
2010,TL and ES,Tinnisburn B,G147,State,3,3,Yes,2,NY459843,55.150068,-2.8504249,SCBO,BP,U,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,168,6,2010,Tinnisburn B,6,Low,Low,TL and ES,3,State,6
2010,MH,Ulston,G152,Private,22,22,Yes,NA,NT680208,55.479959,-2.5078496,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Arable  farmland,NA,NA,7,1,197,6,2010,Ulston,9,Low,Low,MH,3,Private,23
2010,MD,Watergate,G157,State,7,7,Yes,NA,NY803758,55.07626,-2.3100771,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,244,6,2010,Watergate,7,Low,Low,MD,2,State,15
2010,MD,Woody Crag,G165,State,38,38,No,NA,NY6790097700,55.272394,-2.5067703,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,No,NA,0,6,Plantation and Moorland,NA,NA,6,0,345,6,2010,Woody Crag,9,Low,Low,MD,0,State,0
2011,MD,Allerybank,G001,State,25,25,Yes,NA,NY748824,55.135316,-2.3968034,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,Yes,1,Yes,At ringing,1,7,Plantation and rough grassland,NA,NA,7,1,231,18,2011,Allerybank,14,Low,Low,MD,3,State,2
2011,MD,Archie's Rigg,G002,State,34,34,No,NA,NY703830,55.140457,-2.467447,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,325,18,2011,Archie's Rigg,12,Low,Low,MD,1,State,1
2011,DA,Argaty,G003,State,1,1,Yes,NA,NN7404,56.211844,-4.03309,STIR,BP,2,1,Yes,Norway,NA,Yes,4,Yes,4,No,NA,NA,Yes,NA,4,7,Plantation,NA,NA,7,1,115,18,2011,Argaty,1,Low,Low,DA,0,State,0
2011,MD,Ash Park,G004,State,38,38,No,NA,NY495822,55.131581,-2.7935688,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,246,18,2011,Ash Park,7,Low,Low,MD,9,State,28
2011,MH,Ashkirktown,G005,Private,18,18,Yes,NA,NT466207,55.477188,-2.846382,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,"Failed, death of adult",NA,3,0,212,18,2011,Ashkirktown,4,Low,Low,MH,3,Private,6
2011,MH,Attonburn,G006,Private,18,18,No,NA,NT840232,55.502313,-2.2548457,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,343,18,2011,Attonburn,2,Low,Low,MH,0,Private,0
2011,MD,Barty's Peel,G007,State,9,9,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,1,Yes,At ringing,2,7,Plantation,NA,NA,7,1,238,18,2011,Barty's Peel,12,Low,Low,MD,4,State,1
2011,TL and ES,Beeches,G008,State,4,4,Yes,3,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,336,18,2011,Beeches,4,Low,Low,TL and ES,3,State,4
2011,MD,Bell's Flow,G010,State,25,25,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,NA,NA,NA,7,1,277,18,2011,Bell's Flow,8,Low,Low,MD,0,State,5
2011,MH,Bigwood A7,G012,Private,28,28,Yes,NA,NT471259,55.523961,-2.8394662,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,243,18,2011,Bigwood A7,5,Low,Low,MH,1,Private,4
2011,MH,Birkenside,G013,Private,38,33,No,NA,NT690151,55.428809,-2.4913912,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,212,18,2011,Birkenside,10,Low,Low,MH,3,Private,6
2011,MD,Blackburnhead,G015,State,9,8,Yes,NA,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,357,18,2011,Blackburnhead,7,High,High,MD,4,State,2
2011,MD,Blacklyne,G016,State,31,31,No,NA,NY547827,55.136577,-2.7121007,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,280,18,2011,Blacklyne,7,Low,Low,MD,2,State,15
2011,TL and ES,Blaemont,G018,State,4,4,Yes,2,NY514858,55.164117,-2.764391,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,227,18,2011,Blaemont,5,Low,Low,TL and ES,6,State,2
2011,MD,Blue Hemmells,G020,State,5,5,Yes,NA,NY755751,55.069755,-2.3851924,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,254,18,2011,Blue Hemmells,9,Low,Low,MD,5,State,4
2011,MH,Bowhill,G022,Private,28,28,No,NA,NT412273,55.535863,-2.9332039,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,Not known,NA,4,0,336,18,2011,Bowhill,10,Low,Low,MH,0,Private,3
2011,MD,Buckfell,G025,State,1,1,Yes,NA,NY604905,55.207153,-2.6237925,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,316,18,2011,Buckfell,9,Low,Low,MD,0,State,3
2011,TL and ES,Burns,G026,State,4,4,No,3,NT652063,55.349483,-2.5503333,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,At ringing,4,7,Plantation,NA,NA,7,1,290,18,2011,Burns,10,Low,Low,TL and ES,0,State,0
2011,TL and ES,Cadrona,G028,State,4,3,No,4,NT292353,55.606136,-3.125352,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,438,18,2011,Cadrona,5,High,High,TL and ES,0,State,7
2011,TL and ES,Camilty,G029,State,1,1,Yes,NA,NT065588,55.81338,-3.4935773,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,310,18,2011,Camilty,0,Low,Low,TL and ES,0,State,1
2011,DA,Carron Valley Cairnock hill,G031,State,1,1,No,NA,NS7086,56.049155,-4.0887514,STIR,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,380,18,2011,Carron Valley Cairnock hill,0,High,High,DA,0,State,0
2011,TL and ES,Cloich Hill,G034,State,4,4,Yes,3,NT193458,55.698914,-3.2855385,SCBO,BP,A,U,Yes,NA,NA,Yes,NA,Yes,NA,no,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,350,18,2011,Cloich Hill,4,Low,Low,TL and ES,9,State,2
2011,MD,Cottonshope Burn,G039,State,10,10,Yes,NA,NT784017,55.30891,-2.3418228,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,250,18,2011,Cottonshope Burn,6,Low,Low,MD,0,State,0
2011,TL and ES,Craik Meadshaw,G043,State,4,4,Yes,2,NT374098,55.378168,-2.9894576,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,228,18,2011,Craik Meadshaw,3,Low,Low,TL and ES,2,State,8
2011,TL and ES,Craik Village,G044,State,4,4,No,2,NT348099,55.378727,-3.030505,SCBO,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,280,18,2011,Craik Village,2,Low,Low,TL and ES,3,State,8
2011,MD,Deadwater,G046,State,29,29,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,268,18,2011,Deadwater,10,Low,Low,MD,0,State,1
2011,TL and ES,Dykecroft,G049,State,4,4,Yes,2,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,270,18,2011,Dykecroft,7,Low,Low,TL and ES,0,State,2
2011,TL and ES,Elibank 'A',G050,State,4,4,Yes,3,NT391367,55.620055,-2.968549,SCBO,BP,A,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,3,7,Plantation,NA,NA,7,1,255,18,2011,Elibank 'A',7,Low,Low,TL and ES,0,State,2
2011,TL and ES,Elibank 'C',G052,State,4,3,No,3,NT369351,55.6054,-3.0031082,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,307,18,2011,Elibank 'C',9,Low,Low,TL and ES,1,State,4
2011,MH,Garvald,G061,Private,23,23,Yes,NA,NT606698,55.919662,-2.6319901,ELOT,BP,U,U,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,Outcome not known,NA,3,0,250,18,2011,Garvald,0,Low,Low,MH,0,Private,1
2011,MD,Goodwell Sike,G066,State,3,3,No,NA,NY686900,55.203251,-2.494893,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,265,18,2011,Goodwell Sike,12,Low,Low,MD,1,State,17
2011,TL and ES,Green Cleugh,G068,State,4,4,Yes,3,NT621045,55.33308,-2.5989722,SCBO,BP,A,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,274,18,2011,Green Cleugh,7,Low,Low,TL and ES,3,State,6
2011,MD,Green Rigg Spadeadam,G069,State,25,25,No,NA,NY722758,55.075871,-2.4369355,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,NA,NA,NA,7,1,284,18,2011,Green Rigg Spadeadam,9,Low,Low,MD,0,State,0
2011,MD,Greeneyes,G070,State,30,30,No,NA,NY717887,55.191758,-2.4460575,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,220,18,2011,Greeneyes,12,Low,Low,MD,0,State,5
2011,MD,Grindon Hill,G072,State,25,25,No,NA,NY724742,55.061505,-2.4336477,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,Yes,1,Yes,At ringing,1,7,Plantation and rough grassland,NA,NA,7,1,294,18,2011,Grindon Hill,9,Low,Low,MD,0,State,11
2011,MD,Harriett's Linn,G074,State,39,39,No,NA,NY620877,55.18212,-2.5982752,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,288,18,2011,Harriett's Linn,11,Low,Low,MD,0,State,5
2011,MD,Haughton Green,G078,State,9,9,Yes,NA,NY785716,55.038444,-2.3379498,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation and rough grassland,NA,NA,7,1,278,18,2011,Haughton Green,6,Low,Low,MD,0,State,0
2011,JS/KB,Hepburn2,G080,Private,12,12,Yes,2,NU077237,55.507012,-1.8796457,NBLD,BP,U,U,Yes,Scots Pine,10,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Moorland and rough grassland,NA,NA,7,1,184,18,2011,Hepburn2,0,Low,Low,JS/KB,5,Private,5
2011,MD,Hermit Well,G082,State,3,3,Yes,NA,NY742993,55.287142,-2.4077645,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and moorland,NA,NA,7,1,350,18,2011,Hermit Well,8,Low,Low,MD,3,State,11
2011,MD,Hindhopeburn,G084,State,31,31,No,NA,NY769988,55.282784,-2.365213,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,337,18,2011,Hindhopeburn,7,Low,Low,MD,0,State,11
2011,TL and ES,Hindlee,G085,State,4,4,Yes,3,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,336,18,2011,Hindlee,4,Low,Low,TL and ES,0,State,0
2011,MD,Hospital Gate,G089,State,7,7,Yes,NA,NY755881,55.18657,-2.3863192,NBLD,SB,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,263,18,2011,Hospital Gate,8,Low,Low,MD,0,State,15
2011,MD,Kielderburn,G094,State,13,13,No,NA,NY657950,55.247985,-2.5410647,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,347,18,2011,Kielderburn,9,Low,Low,MD,2,State,4
2011,JS/KB,Kyloe,G095,Private,3,3,Yes,1,NU051380,55.635536,-1.9205521,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and moorland,NA,2 old nests found,2,0,161,18,2011,Kyloe,0,Low,Low,JS/KB,1,Private,7
2011,MH,Leithope,G097,Private,28,28,Yes,NA,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,254,18,2011,Leithope,8,Low,Low,MH,0,Private,0
2011,MD,Liddlepark,G098,State,31,31,No,NA,NY470764,55.079206,-2.8316904,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,184,18,2011,Liddlepark,3,Low,Low,MD,3,State,6
2011,MD,Little Dodd Hill,G100,State,5,5,Yes,NA,NY702793,55.107204,-2.4686259,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,310,18,2011,Little Dodd Hill,10,Low,Low,MD,0,State,0
2011,TL and ES,Marygoldhill Plantation,G103,State,1,1,Yes,3,NT805603,55.83553,-2.3129029,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,240,18,2011,Marygoldhill Plantation,0,Low,Low,TL and ES,0,State,0
