Year,Surveyor,Site.Name,Site.Code,Ownership,Territory.Age,Territory.Search.Time,Territory.Search.Effort,Number.of.Visits,Grid.Reference,Latitude,Longitude,County,Birds.Present,Age.of.Female,Age.of.Male,Nest.Built.Up.,Nest.Tree.Species,Nest.Height..m.,Eggs.laid.,Number.of.Eggs,Eggs.hatched.,Number.of.Eggs.Hatched,Young.chicks.fail.,Chicks.ringed.,Number.of.chicks.ringed,Fledged.,When.did.you.check.fledging.,Number.of.Chicks.Fledged,S.Petty.Breeding.Code,Dominant.Surrounding.Habitat,Reasons.for.Nest.Failure,Comments,S.Petty_F,Breeding.Success,Elevation,Rain_con,Year_f,Site_f,rad_10km_dens,Elevation_cat,Elevation_cat_f,Surveyor_f,rad_10km_pers,Ownership_f,rad_10km_pens
2008,TL and ES,Craik Meadshaw,G043,State,1,1,Yes,NA,NT366095,55.375369,-3.0020123,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,214,12,2008,Craik Meadshaw,3,Low,Low,TL and ES,0,State,2
2008,TL and ES,Craik Village,G044,State,1,1,No,NA,NT350101,55.38055,-3.0273958,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,307,12,2008,Craik Village,2,Low,Low,TL and ES,0,State,4
2008,TL and ES,Crooked Loch,G045,State,1,1,Yes,NA,NT358138,55.413897,-3.0156244,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,359,12,2008,Crooked Loch,3,High,High,TL and ES,10,State,10
2008,MD,Deadwater,G046,State,26,26,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,268,12,2008,Deadwater,7,Low,Low,MD,1,State,6
2008,MD,Doddloupe,G047,State,22,22,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,238,12,2008,Doddloupe,8,Low,Low,MD,3,State,6
2008,TL and ES,Dykecroft,G049,State,1,1,Yes,NA,NY522878,55.182166,-2.7521734,SCBO,BP,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,269,12,2008,Dykecroft,6,Low,Low,TL and ES,3,State,8
2008,TL and ES,Elibank 'A',G050,State,1,1,Yes,NA,NT390367,55.620042,-2.9701366,SCBO,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,281,12,2008,Elibank 'A',7,Low,Low,TL and ES,20,State,21
2008,MH,Essenside,G055,Private,15,15,No,NA,NT431208,55.477691,-2.9017677,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,348,12,2008,Essenside,4,Low,Low,MH,1,Private,5
2008,MH,Garvald,G061,Private,20,20,Yes,NA,NT606698,55.919662,-2.6319901,ELOT,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,Failed on eggs,NA,4,0,250,12,2008,Garvald,0,Low,Low,MH,0,Private,2
2008,TL and ES,Green Cleugh,G068,State,1,1,Yes,NA,NT621045,55.33308,-2.5989722,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,274,12,2008,Green Cleugh,7,Low,Low,TL and ES,6,State,10
2008,MD,Green Rigg Spadeadam,G069,State,22,22,No,NA,NY722758,55.075871,-2.4369355,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,284,12,2008,Green Rigg Spadeadam,5,Low,Low,MD,0,State,1
2008,MD,Greeneyes,G070,State,27,27,No,NA,NY717891,55.195352,-2.4460977,NBLD,BP,U,U,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,NA,NA,4,0,229,12,2008,Greeneyes,9,Low,Low,MD,0,State,1
2008,MD,Harriett's Linn,G074,State,36,36,No,NA,NY620877,55.18212,-2.5982752,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,288,12,2008,Harriett's Linn,8,Low,Low,MD,3,State,11
2008,JS/KB,Hepburn2,G080,Private,9,9,Yes,NA,NU077237,55.507012,-1.8796457,NBLD,BP,U,U,Yes,Scots Pine,10,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Moorland and rough grassland,NA,NA,7,1,184,12,2008,Hepburn2,0,Low,Low,JS/KB,1,Private,1
2008,MD,High King Hill,G083,State,18,18,No,NA,NY624705,55.027599,-2.5897131,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,211,12,2008,High King Hill,0,Low,Low,MD,4,State,1
2008,MD,Hindhopeburn,G084,State,28,28,No,NA,NY779992,55.286424,-2.3495018,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,290,12,2008,Hindhopeburn,5,Low,Low,MD,5,State,7
2008,TL and ES,Hindlee,G085,State,1,1,Yes,NA,NT584045,55.33278,-2.6572918,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,320,12,2008,Hindlee,4,Low,Low,TL and ES,4,State,5
2008,MD,Hospital Gate,G089,State,4,4,Yes,NA,NY752878,55.183859,-2.3910043,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and rough grassland,NA,NA,2,0,271,12,2008,Hospital Gate,6,Low,Low,MD,3,State,6
2008,MD,Kielderburn,G094,State,10,10,No,NA,NY653948,55.246159,-2.5473315,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,342,12,2008,Kielderburn,4,Low,Low,MD,1,State,17
2008,TL and ES,Ladyurd,G096,State,1,1,No,NA,NT141423,55.666581,-3.3671497,SCBO,BP,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,372,12,2008,Ladyurd,2,High,High,TL and ES,4,State,18
2008,MH,Leithope,G097,Private,25,25,Yes,NA,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,254,12,2008,Leithope,8,Low,Low,MH,2,Private,15
2008,MD,Liddlepark,G098,State,28,28,No,NA,NY470764,55.079206,-2.8316904,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,184,12,2008,Liddlepark,3,Low,Low,MD,1,State,4
2008,MH,Mellerstain ‘B’,G104,Private,20,20,Yes,NA,NT607388,55.641152,-2.625908,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,Failed on eggs,NA,4,0,151,12,2008,Mellerstain ‘B’,1,Low,Low,MH,6,Private,13
2008,MH,Minto,G107,Private,20,20,Yes,NA,NT575219,55.489041,-2.6741351,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,185,12,2008,Minto,3,Low,Low,MH,0,Private,3
2008,MH,Muirhouselaw,G110,Private,25,25,Yes,NA,NT637290,55.553335,-2.5769567,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,180,12,2008,Muirhouselaw,4,Low,Low,MH,1,Private,0
2008,MD,Pike Burn,G115,State,1,1,No,NA,NY657833,55.142855,-2.5396408,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and Moorland,NA,NA,3,0,342,12,2008,Pike Burn,4,Low,Low,MD,3,State,6
2008,MD,Pundershaw,G118,State,28,28,No,NA,NY783804,55.117511,-2.3417531,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,214,12,2008,Pundershaw,6,Low,Low,MD,6,State,11
2008,MH,Rashiegrain,G120,Private,25,25,No,NA,NY344999,55.288832,-3.0344725,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,329,12,2008,Rashiegrain,1,Low,Low,MH,0,Private,0
2008,MD,Rooken,G125,State,20,20,No,NA,NY794985,55.2802,-2.3258337,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,275,12,2008,Rooken,5,Low,Low,MD,5,State,4
2008,MH,Shaws,G131,Private,20,20,Yes,NA,NT396192,55.462896,-2.9567843,SCBO,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,Nest not found,NA,2,0,303,12,2008,Shaws,4,Low,Low,MH,0,Private,5
2008,MD,Spithope,G133,State,25,25,No,NA,NT765057,55.344765,-2.3720906,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,410,12,2008,Spithope,5,High,High,MD,3,State,8
2008,TL and ES,Stobo,G136,State,1,1,No,NA,NT170391,55.638341,-3.3200934,SCBO,Yes,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,393,12,2008,Stobo,2,High,High,TL and ES,0,State,0
2008,MH,Swindon Hill,G137,Private,25,25,No,NA,NT832190,55.464548,-2.2672542,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,332,12,2008,Swindon Hill,2,Low,Low,MH,0,Private,0
2008,MH,Swinside,G139,Private,20,20,No,NA,NT722144,55.422712,-2.4407588,SCBO,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,Nest not found,NA,2,0,221,12,2008,Swinside,8,Low,Low,MH,0,Private,11
2008,MH,The Wells,G142,Private,20,20,Yes,NA,NT585165,55.440608,-2.6575028,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,Failed on eggs,NA,4,0,225,12,2008,The Wells,5,Low,Low,MH,1,Private,25
2008,TL and ES,Three Counties,G143,State,1,1,No,NA,NY560884,55.18791,-2.6925984,SCBO,BP,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,333,12,2008,Three Counties,6,Low,Low,TL and ES,0,State,1
2008,TL and ES,Tinnisburn A,G145,State,1,1,No,NA,NY414825,55.133382,-2.9206523,SCBO,BP,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,259,12,2008,Tinnisburn A,3,Low,Low,TL and ES,6,State,8
2008,TL and ES,Tinnisburn B,G147,State,1,1,Yes,NA,NY460844,55.150978,-2.8488751,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,169,12,2008,Tinnisburn B,6,Low,Low,TL and ES,2,State,6
2008,MH,Ulston,G152,Private,20,20,Yes,NA,NT680208,55.479959,-2.5078496,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Arable  farmland,NA,NA,7,1,197,12,2008,Ulston,10,Low,Low,MH,6,Private,14
2008,MD,Watergate,G157,State,5,5,Yes,NA,NY803785,55.100522,-2.310265,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,195,12,2008,Watergate,4,Low,Low,MD,3,State,2
2008,MH,Wooden Hill,G164,State,25,25,No,NA,NT714244,55.512517,-2.4544303,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,202,12,2008,Wooden Hill,7,Low,Low,MH,6,State,2
2008,MD,Woody Crag,G165,State,36,36,No,NA,NY679977,55.272394,-2.5067703,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and Moorland,NA,NA,7,1,345,12,2008,Woody Crag,6,Low,Low,MD,3,State,8
2009,MD,Allerybank,G001,State,23,23,Yes,NA,NY748824,55.135316,-2.3968034,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,Yes,1,Yes,At ringing,1,7,Plantation and rough grassland,NA,NA,7,1,231,7,2009,Allerybank,13,Low,Low,MD,0,State,0
2009,MD,Archie's Rigg,G002,State,32,32,No,NA,NY703830,55.140457,-2.467447,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,325,7,2009,Archie's Rigg,11,Low,Low,MD,1,State,1
2009,MD,Ash Park,G004,State,36,36,No,NA,NY495822,55.131581,-2.7935688,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,246,7,2009,Ash Park,8,Low,Low,MD,1,State,4
2009,MH,Ashkirktown,G005,Private,16,16,Yes,NA,NT466207,55.477188,-2.846382,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,212,7,2009,Ashkirktown,4,Low,Low,MH,4,Private,2
2009,MH,Attonburn,G006,Private,16,16,No,NA,NT840232,55.502313,-2.2548457,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,343,7,2009,Attonburn,2,Low,Low,MH,3,Private,6
2009,MD,Barty's Peel,G007,State,7,7,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,238,7,2009,Barty's Peel,9,Low,Low,MD,0,State,5
2009,TL and ES,Beeches,G008,State,2,2,Yes,3,NT567054,55.340719,-2.6842263,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,265,7,2009,Beeches,3,Low,Low,TL and ES,6,State,3
2009,MD,Bell's Flow,G010,State,23,23,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,4,0,277,7,2009,Bell's Flow,8,Low,Low,MD,1,State,0
2009,MH,Bigwood A7,G012,Private,26,26,Yes,NA,NT471259,55.523961,-2.8394662,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,243,7,2009,Bigwood A7,5,Low,Low,MH,6,Private,11
2009,MH,Birkenside,G013,Private,36,31,No,NA,NT690151,55.428809,-2.4913912,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,212,7,2009,Birkenside,10,Low,Low,MH,0,Private,0
2009,MD,Blackburnhead,G015,State,7,6,Yes,NA,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,357,7,2009,Blackburnhead,6,High,High,MD,4,State,1
2009,MD,Blacklyne,G016,State,29,29,No,NA,NY553821,55.13124,-2.7025953,CMBR,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,270,7,2009,Blacklyne,7,Low,Low,MD,3,State,8
2009,MH,Bloodylaws Covert,G019,Private,26,26,Yes,NA,NT717181,55.455928,-2.4490355,SCBO,SB,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,209,7,2009,Bloodylaws Covert,9,Low,Low,MH,6,Private,14
2009,MD,Blue Hemmells,G020,State,3,3,Yes,NA,NY756767,55.084137,-2.3837642,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,290,7,2009,Blue Hemmells,9,Low,Low,MD,3,State,6
2009,MH,Bowhill,G022,Private,26,26,No,NA,NT412273,55.535863,-2.9332039,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,Not known,NA,4,0,336,7,2009,Bowhill,10,Low,Low,MH,0,Private,11
2009,TL and ES,Bowmont,G023,State,2,2,Yes,1,NT734285,55.54947,-2.4231573,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,181,7,2009,Bowmont,5,Low,Low,TL and ES,2,State,8
2009,TL and ES,Burns,G026,State,2,2,No,2,NT652063,55.349483,-2.5503333,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,At ringing,4,7,Plantation,NA,NA,7,1,290,7,2009,Burns,10,Low,Low,TL and ES,0,State,2
2009,TL and ES,Cloich Hill,G034,State,2,2,Yes,2,NT195459,55.699846,-3.2823867,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,358,7,2009,Cloich Hill,3,High,High,TL and ES,3,State,8
2009,MD,Cottonshope Burn,G039,State,8,8,Yes,NA,NT784017,55.30891,-2.3418228,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,250,7,2009,Cottonshope Burn,5,Low,Low,MD,2,State,3
2009,TL and ES,Craik B,G042,State,2,2,No,3,NT39303640,55.617385,-2.9653076,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,248,7,2009,Craik B,7,Low,Low,TL and ES,3,State,6
2009,TL and ES,Craik Meadshaw,G043,State,2,2,Yes,3,NT374098,55.378168,-2.9894576,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,228,7,2009,Craik Meadshaw,3,Low,Low,TL and ES,3,State,20
2009,TL and ES,Craik Village,G044,State,2,2,No,2,NT348099,55.378727,-3.030505,SCBO,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,280,7,2009,Craik Village,2,Low,Low,TL and ES,20,State,21
2009,TL and ES,Crooked Loch,G045,State,2,2,Yes,1,NT357139,55.414782,-3.0172268,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,352,7,2009,Crooked Loch,3,Low,Low,TL and ES,4,State,18
2009,MD,Deadwater,G046,State,27,27,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,268,7,2009,Deadwater,7,Low,Low,MD,0,State,3
2009,TL and ES,Dykecroft,G049,State,2,2,Yes,2,NY523881,55.184871,-2.7506539,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,270,7,2009,Dykecroft,7,Low,Low,TL and ES,5,State,16
2009,TL and ES,Elibank 'A',G050,State,2,2,Yes,2,NT390367,55.620042,-2.9701366,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,281,7,2009,Elibank 'A',7,Low,Low,TL and ES,0,State,1
2009,TL and ES,Elibank 'E',G053,State,2,2,No,1,NT393364,55.617385,-2.9653076,SCBO,SB,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,248,7,2009,Elibank 'E',7,Low,Low,TL and ES,1,State,5
2009,MD,English Kershope,G054,State,29,29,No,NA,NY535842,55.149943,-2.7311683,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,278,7,2009,English Kershope,7,Low,Low,MD,1,State,6
2009,MH,Essenside,G055,Private,16,16,No,NA,NT431208,55.477691,-2.9017677,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,348,7,2009,Essenside,4,Low,Low,MH,9,Private,28
2009,MH,Garvald,G061,Private,21,21,Yes,NA,NT606698,55.919662,-2.6319901,ELOT,BP,U,U,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,4,0,250,7,2009,Garvald,0,Low,Low,MH,5,Private,7
2009,MD,Goodwell Sike,G066,State,1,1,No,NA,NY686900,55.203251,-2.494893,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,No,NA,0,6,Plantation,NA,NA,6,0,265,7,2009,Goodwell Sike,10,Low,Low,MD,3,State,2
2009,TL and ES,Green Cleugh,G068,State,2,2,Yes,3,NT621045,55.33308,-2.5989722,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,274,7,2009,Green Cleugh,7,Low,Low,TL and ES,4,State,5
2009,MD,Green Rigg Spadeadam,G069,State,23,23,No,NA,NY722758,55.075871,-2.4369355,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,284,7,2009,Green Rigg Spadeadam,9,Low,Low,MD,5,State,7
2009,MD,Greeneyes,G070,State,28,28,No,NA,NY717891,55.195352,-2.4460977,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,NA,NA,4,0,229,7,2009,Greeneyes,11,Low,Low,MD,0,State,12
2009,MD,Grindon Hill,G072,State,23,23,No,NA,NY724742,55.061505,-2.4336477,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,294,7,2009,Grindon Hill,9,Low,Low,MD,3,State,6
2009,MD,Harriett's Linn,G074,State,37,37,No,NA,NY620877,55.18212,-2.5982752,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,288,7,2009,Harriett's Linn,10,Low,Low,MD,6,State,14
2009,MD,Haughton Green,G078,State,7,7,Yes,NA,NY785716,55.038444,-2.3379498,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,278,7,2009,Haughton Green,6,Low,Low,MD,0,State,4
2009,JS/KB,Hepburn2,G080,Private,10,10,Yes,4,NU077237,55.507012,-1.8796457,NBLD,BP,U,U,Yes,Scots Pine,10,Yes,3,Yes,3,No,No,0,Yes,Specific check for fledging,2,7,Moorland and rough grassland,NA,NA,7,1,184,7,2009,Hepburn2,0,Low,Low,JS/KB,0,Private,3
2009,MD,High King Hill,G083,State,19,19,No,NA,NY613727,55.047283,-2.6072184,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,275,7,2009,High King Hill,0,Low,Low,MD,0,State,2
2009,MD,Hindhopeburn,G084,State,29,29,No,NA,NY779998,55.291815,-2.3495492,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,248,7,2009,Hindhopeburn,5,Low,Low,MD,0,State,5
2009,TL and ES,Hindlee,G085,State,2,2,Yes,3,NT584047,55.334577,-2.6573216,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,3,7,Plantation,NA,NA,7,1,312,7,2009,Hindlee,4,Low,Low,TL and ES,2,State,7
2009,MD,Hospital Gate,G089,State,5,5,Yes,NA,NY752878,55.183859,-2.3910043,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,271,7,2009,Hospital Gate,7,Low,Low,MD,0,State,0
2009,MD,Kielderburn,G094,State,11,11,No,NA,NY653948,55.246159,-2.5473315,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,342,7,2009,Kielderburn,5,Low,Low,MD,5,State,4
2009,JS/KB,Kyloe,G095,Private,1,1,Yes,3,NU052379,55.634636,-1.9189655,NBLD,BP,U,U,No,Douglas Fir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and moorland,NA,NA,2,0,147,7,2009,Kyloe,0,Low,Low,JS/KB,2,Private,21
2009,TL and ES,Ladyurd,G096,State,2,2,No,1,NT141423,55.666581,-3.3671497,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,372,7,2009,Ladyurd,2,High,High,TL and ES,0,State,3
2009,MH,Leithope,G097,Private,26,26,Yes,NA,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,254,7,2009,Leithope,8,Low,Low,MH,7,Private,3
2009,MD,Liddlepark,G098,State,29,29,No,NA,NY470764,55.079206,-2.8316904,CMBR,SB,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,184,7,2009,Liddlepark,3,Low,Low,MD,4,State,5
2009,MD,Little Dodd Hill,G100,State,3,3,Yes,NA,NY697795,55.108971,-2.4764841,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,321,7,2009,Little Dodd Hill,9,Low,Low,MD,3,State,7
2009,MH,Mellerstain ‘A’,G104,Private,21,21,No,NA,NT644401,55.653118,-2.5672996,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,185,7,2009,Mellerstain ‘A’,2,Low,Low,MH,0,Private,3
